"WORD","FREQ"
"the",262615
"to",142723
"and",134565
"a",124946
"of",113878
"in",86914
"i",76162
"that",56144
"is",54901
"for",54632
"it",45710
"on",41344
"with",37882
"you",37426
"was",35315
"at",29698
"this",28862
"my",27579
"as",26775
"have",26516
"be",26101
"but",25225
"he",24284
"are",23975
"not",21123
"from",20848
"we",20624
"said",18760
"so",18517
"by",18033
"they",17553
"or",16803
"his",16421
"an",16260
"all",16106
"about",15241
"one",15187
"will",15135
"me",14989
"out",14358
"up",14295
"just",14066
"has",13890
"when",13523
"if",13289
"who",13030
"had",12549
"what",12486
"your",12327
"her",12119
"more",12081
"can",12015
"like",11973
"their",11225
"there",11113
"some",10910
"would",10731
"do",10641
"time",10264
"she",10252
"get",10025
"were",9943
"new",9798
"been",9762
"no",9589
"our",9557
"them",8671
"which",8513
"people",8493
"now",7965
"how",7904
"us",7842
"than",7735
"it's",7668
"first",7525
"also",7486
"good",7366
"day",7352
"into",7320
"other",7174
"back",7128
"after",7036
"its",6985
"know",6932
"him",6793
"i'm",6777
"then",6684
"two",6486
"make",6466
"see",6461
"only",6394
"could",6357
"year",6312
"because",6200
"even",6200
"over",6172
"love",6082
"think",5991
"last",5930
"go",5869
"much",5857
"am",5766
"going",5743
"way",5614
"really",5498
"don't",5427
"years",5116
"well",5107
"many",5106
"where",5034
"work",5022
"any",4927
"want",4914
"still",4898
"did",4885
"too",4842
"most",4816
"these",4774
"those",4761
"here",4737
"great",4641
"down",4623
"being",4599
"very",4523
"before",4517
"off",4507
"got",4501
"right",4382
"made",4358
"say",4333
"little",4327
"through",4282
"may",4246
"home",4195
"today",4135
"school",4124
"while",4109
"life",4080
"need",4045
"take",4008
"should",3971
"next",3962
"come",3914
"–",3866
"state",3866
"best",3748
"never",3699
"things",3609
"something",3575
"another",3442
"three",3437
"around",3435
"week",3399
"city",3391
"world",3375
"long",3352
"few",3331
"always",3272
"night",3241
"why",3212
"every",3204
"own",3190
"place",3159
"since",3117
"such",3015
"look",2965
"again",2963
"it’s",2963
"same",2928
"says",2927
"better",2906
"show",2906
"that's",2904
"man",2885
"house",2859
"use",2839
"thanks",2757
"thing",2713
"days",2709
"part",2694
"both",2668
"sure",2667
"find",2658
"game",2648
"though",2621
"until",2620
"help",2615
"might",2610
"each",2602
"put",2582
"found",2563
"give",2558
"team",2553
"season",2550
"getting",2549
"feel",2547
"end",2513
"big",2509
"keep",2503
"used",2460
"lot",2438
"book",2435
"million",2435
"against",2391
"family",2391
"does",2390
"ever",2387
"—",2380
"high",2362
"can't",2342
"thought",2331
"old",2326
"happy",2304
"start",2297
"under",2296
"told",2294
"enough",2235
"during",2229
"set",2226
"county",2219
"don’t",2216
"least",2208
"let",2188
"play",2179
"rt",2170
"business",2166
"st",2159
"between",2156
"top",2154
"room",2150
"hope",2143
"public",2128
"i've",2124
"didn't",2107
"left",2104
"pm",2098
"doing",2085
"without",2083
"god",2071
"away",2050
"went",2049
"second",2044
"times",2041
"company",2027
"yet",2009
"u",1998
"i’m",1995
"looking",1986
"different",1984
"story",1980
"once",1963
"done",1962
"having",1961
"took",1958
"read",1939
"free",1932
"police",1928
"call",1927
"already",1926
"point",1923
"friends",1916
"food",1915
"everything",1907
"trying",1904
"money",1901
"children",1888
"actually",1879
"morning",1877
"try",1877
"someone",1871
"lol",1868
"course",1863
"including",1862
"must",1859
"water",1854
"far",1848
"percent",1836
"th",1834
"pretty",1824
"called",1818
"according",1787
"open",1778
"past",1778
"anything",1762
"real",1762
"others",1756
"started",1755
"wanted",1753
"you're",1749
"along",1747
"tell",1742
"came",1738
"kind",1738
"making",1738
"case",1733
"everyone",1728
"line",1720
"live",1719
"fun",1716
"bit",1711
"black",1708
"early",1700
"head",1686
"center",1683
"hard",1677
"makes",1677
"bad",1672
"health",1665
"together",1661
"officials",1659
"several",1657
"small",1657
"change",1653
"less",1651
"using",1643
"nothing",1642
"able",1635
"follow",1630
"asked",1628
"president",1624
"working",1617
"hours",1615
"thank",1603
"students",1598
"we're",1598
"area",1595
"white",1594
"full",1593
"care",1587
"coming",1579
"person",1576
"ago",1572
"job",1570
"four",1569
"run",1554
"office",1553
"post",1553
"win",1542
"myself",1541
"oh",1540
"maybe",1539
"name",1538
"heart",1529
"tonight",1529
"stop",1528
